Id,DATE_DERNIERE_MAJ,TYPE,NOM_OFFRE,PORTE_ESCALIER,BATIMENT_RESIDENCE,RUE,LIEUDIT_BP,CODE_POSTAL,COMMUNE,COMMUNE_INSEE,TEL,TEL_MOB,MEL,SITE_WEB,LONGITUDE,LATITUDE,GEOLOC_MANUELLE,INFOS_COMPLEMENTAIRES_1,INFOS_COMPLEMENTAIRES_2,INFOS_COMPLEMENTAIRES_3,LABEL_TOURISME_HANDICAP,MARQUES_LABELS,OUVERTURE,TARIFS,VISITE_CONDITIONS_IND,VISITE_LANGUES_PARLEES,EQUIPEMENTS,SERVICES
ASCAQU040V508X6S,03/01/2020,Activité sportive,Capbreton Surfer School ,,,81 avenue de Lattre de Tassigny,,40130,CAPBRETON,40065,+33 5 58 42 84 40,+33 6 82 43 04 92,capbreton.surfer@gmail.com,http://www.ecole-surf-capbreton.com,-1.4428901,43.6489929,Oui,"
",Surf # Bodyboard # Surf,,,Ecole Française de Surf # Qualité Tourisme,,Tarif de base|||Stages et cours enfants # Tarif de base|||Stages et cours adolescents # Tarif de base|||Stages et cours adultes # Tarif de base|||Surfaris 10 jours maxi  max 6 pers. # Tarif de base|||Surfaris 7 jours maxi  max 4 pers. # Tarif de base|||Surf coaching photo vidéo,,,,
ASCAQU047FS000A1,28/01/2020,Activité sportive,Capitainerie à Port de Penne,,,Port de Penne,,47140,PENNE-D'AGENAIS,47203,,+33 6 31 89 60 36,,http://www.tourisme-fumel.com,0.808033,44.3935071,,"
",Motonautisme (bateau à moteur) # Stand-up-paddle-board # Canoé kayak,,,,,Tarif de base|||Pédalo 30 minutes # Tarif de base|||Pédalo 1 heure # Tarif de base|||Pédalo demi-journée # Tarif de base|||Pédalo journée # Tarif de base|||Paddle 1 heure # Tarif de base|||Paddle demi-journée # Tarif de base|||Paddle journée # Tarif de base|||Bateau quick 360 3 places 1 heure # Tarif de base|||Bateau quick 360 3 places demi-journée # Tarif de base|||Bateau quick 360 3 places journée # Tarif de base|||Bateau quick 400 - 6 places 1 heure # Tarif de base|||Bateau quick 400 - 6 places demi-journée # Tarif de base|||Bateau quick 400 - 6 places journée # Tarif de base|||Bateau Cap 4700 - 8 places une heure # Tarif de base|||Bateau Cap 4700 - 8 places demi-journée # Tarif de base|||Bateau Cap 4700 - 8 places journée # Tarif de base|||Bateau élément - 8 places une heure # Tarif de base|||Bateau élément - 8 places demi-journée # Tarif de base|||Bateau élément - 8 places journée # Tarif de base|||Bateau Maemma - 12 places une heure # Tarif de base|||Bateau Maemma - 12 places demi-journée # Tarif de base|||Bateau Maemma - 12 places journée,,,,
ASCAQU04001PAF9V,03/01/2020,Activité sportive,Capsurf - Ecole française de surf,,,,Plage Notre Dame,40130,CAPBRETON,40065,+33 6 03 63 41 48,,capsurf40@gmail.com,http://www.capsurf.com ,-1.4454432,43.659065000000005,Non,"
",Surf,,,,,Tarif de base|||Découverte 1h30 # Tarif de base|||Week-end 2x 1h30 # Tarif de base|||Stage de 5 jours # Tarif de base|||Intensif 10x 1h30,,,,
ASCAQU033FS000WN,03/01/2020,Activité sportive,Carakas Surf School,,,4 avenue de l'Océan,,33930,VENDAYS-MONTALIVET,33540,,+33 6 24 34 10 27,carakas33@gmail.com,http://www.carakas.fr,-1.1585641000000002,45.381744299999994,Oui,"
",Surf # Stand-up-paddle-board,,,,01/04/2020|30/09/2020|||||,"Tarif de base|30,00||1 cours : 2h (enfant - 16 ans) # Tarif de base|80,00||3 cours : 6h (enfant - 16 ans) # Tarif de base|35,00||1 cours : 2h (adulte) # Tarif de base|90,00||3 cours : 6h (adulte)",,,,
ASCAQU033FS0007T,03/01/2020,Activité sportive,Carcans Océan Surf Club,,Maison de la Glisse,5 place Marcel Prévot,,33121,CARCANS,33097,,+33 6 32 03 20 63,carcansocean.surfclub@gmail.com,http://www.carcansoceansurfclub.com,-1.1899306,45.082881799999996,Oui,"
",Surf,,,Ecole Française de Surf # Famille Plus,01/04/2020|31/10/2020|||||,"Tarif de base|35,00|150,00|",,,,
ASCAQU047FS00047,28/01/2020,Activité sportive,Casteladventure,,,Route de Mont-de-Marsan,Lac de Clarens,47700,CASTELJALOUX,47052,+33 5 53 84 94 72,+33 6 81 64 08 32,casteladventure@orange.fr,http://www.casteladventure.com,0.07329939999999999,44.2955956,Oui,"
",Accro-branches # Stand-up-paddle-board # Paint-ball # Canoé kayak # Orientation # Canotage,,,,01/05/2020|14/06/2020|||11:00|20:00| # 15/06/2020|06/09/2020|||||,"Tarif de base|10,00|20,00|Accrobranche # Tarif de base|5,00|45,00|Paintball et archery tag # Tarif de base|7,00|15,00|Location d'embarcations nautiques",,,Restauration,
ASCAQU033V50U28Q,08/01/2020,Activité sportive,Castor Wakepark,,,21 route des Lacs,,33240,SAINT-LAURENT-D'ARCE,33425,,+33 6 62 17 58 24,castorpark33920@gmail.com,https://www.castorwakepark.com/,-0.47396499999999997,45.032951000000004,Oui,"
",Wake board,,,,15/05/2020|15/10/2020|||||,"Tarif de base|23,00|23,00|",,,Accessible en poussette # Bar # Espace jeux # Parking # Parking autocar # Restauration,
ASCAQU033V5043G7,03/01/2020,Activité sportive,Catabas,,,Port d'Arcachon,Ponton accueil,33120,ARCACHON,33009,,+33 6 37 68 18 74,contact@catabas.fr,http://www.catabas.fr,-1.1819957,44.6756263,Oui,"
",Catamaran,,,,01/03/2020|01/11/2020|||||,"Tarif de base|890,00|1300,00|location privative 1 journée avec skipper # Tarif de base|690,00|990,00|location privative 1/2 journée avec skipper",,,Bar # Restauration,
ASCAQU040V50DZXU,25/01/2019,Activité sportive,Centre de formation nautique - Pôle Nautique Soustons Plage,,,Avenue de la Pêtre,,40140,SOUSTONS,40310,+33 5 58 41 54 00,+33 6 73 23 99 16,snsoustons@wanadoo.fr,http://www.ecole-surf-soustons.com ,-1.3375747,43.75532570000001,Oui,"
",Bodyboard # Bodyboard # Surf # Surf,,,Ecole Française de Surf,,,,,,
ASCAQU064FS0002N,03/01/2020,Activité sportive,Centre Nautique d'Hendaye - Itsasoko Haizea,,,Boulevard de la Baie de Txingudi,,64700,HENDAYE,64260,+33 5 40 39 85 43,+33 6 29 78 59 42,centre-nautique@itsasoko-haizea.org,http://www.centrenautique-hendaye.com,-1.7772746,43.3699614,Oui,"
",Voile # Voile # Voile # Voile # Planche à voile # Planche à voile # Planche à voile # Planche à voile # Planche à voile # Planche à voile # Kayak de mer # Aviron # Aviron # Aviron # Aviron # Aviron # Aviron # Aviron # Aviron # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board,,,Ecole Française de Voile # Famille Plus,06/01/2020|19/12/2020|||||,"Tarif de base|80,00|120,00|Stage Optimist  # Tarif de base|10,00||Location ",,,Accessible en poussette # Aire de pique-nique # Parking # Salle(s) de réunion,Wifi
ASCAQU040V50GH2O,11/01/2020,Activité sportive,Centre Sportif et Nautique «  Evad'Sport »  stand-up-paddle -board,,,Avenue de Labouyrie,,40140,SOUSTONS,40310,+33 5 58 41 43 00,+33 6 45 62 81 00,activites@isleverte.fr,https://www.centrenautique-soustons.com/,-1.3312281000000001,43.7550777,Non,"
",Stand-up-paddle-board # Stand-up-paddle-board # Sauvetage côtier,,,,,Tarif de base|||LOCATION 1H OU INITIATION # Tarif de groupe|||STAGE AVEC ENCADREMENT,,,Espace jeux,
ASCAQU040V50BIQF,11/01/2020,Activité sportive,Centre Sportif et Nautique « Evad’Sport » - Voile,,,Avenue Labouyrie,,40140,SOUSTONS,40310,+33 5 58 41 43 00,+33 6 45 62 81 00,activites@isleverte.fr,http://www.centrenautique-soustons.com/,-1.3312281000000001,43.7550777,Non,"
",Catamaran # Catamaran # Voile,,,,,Tarif de base|||LOCATION CATAMARAN # Tarif réduit|||COURS COLLECTIF 1 HEURE A PARTIR DE 7 ANS,,,Espace jeux,
ASCAQU040V509D2O,16/01/2020,Activité sportive,Centre Stand-Up-Paddle  de Soustons (site classé Natura 2000),Face au camping de l'airial,,60 avenue du Port d'Albret,Face au Camping L'Airial,40140,SOUSTONS,40310,,+33 6 52 63 59 80,jerome.serullaz1@free.fr,http://www.soustons-standup.com/,-1.3519601,43.7542648,Non,"
",Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board # Stand-up-paddle-board,,,,01/04/2020|30/11/2020||||| # 01/04/2020|30/11/2020|||||,"Tarif de base|20,00|25,00| # Tarif réduit|30,00|35,00|1h45 descente # Tarif de groupe|10,00|15,00|location",,,Accessible en poussette # Aire de pique-nique # Bar # Espace jeux # Parking # Restauration,
ASCAQU033FS00090,17/01/2020,Activité sportive,Cercle de la Voile d'Arcachon,,Centre Nautique Pierre Mallet,Port de plaisance,,33120,ARCACHON,33009,+33 5 56 83 05 92,,contact@voile-arcachon.org,http://www.voile-arcachon.org,-1.1511468,44.6620285,Non,"
",Voile # Planche à voile # Catamaran # Stand-up-paddle-board,,,Ecole Française de Voile,15/01/2020|20/12/2020|||||,,,,Bar # Restauration # Salle(s) de réunion,Wifi
ASCAQU033FS000D0,03/01/2020,Activité sportive,Cercle de voile de Cazaux,,,Halte nautique,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 22 91 00,,cvcl@cvcl.fr,http://www.cvcl.fr,-1.1716961000000001,44.5255328,Oui,"
",Voile # Planche à voile # Catamaran # Canoé kayak,,,Ecole Française de Voile,01/02/2020|13/12/2020|||||,"Tarif de base|||Stage de voile (3 à 5 jours), -25% à partir du 2ème stage # Tarif de base|||Location de catamaran (2-3 pers) - 1h # Tarif de base|||Location dériveur (2 pers) - 1h # Tarif de base|||Location de planche à voile - 1h # Tarif de base|||Location canoë (2 pers) - 1h",,,,
ASCAQU033V503CIA,03/01/2020,Activité sportive,Cercle de voile de Cazaux - Stand Up Paddle,,,Halte nautique,,33260,LA TESTE-DE-BUCH,33529,+33 5 56 22 91 00,,cvcl@cvcl.fr,http://www.cvcl.fr,-1.1716961000000001,44.5255328,Oui,"
",Stand-up-paddle-board,,,,01/05/2020|31/10/2020|||||,Tarif de base|||location stand up paddle (1h) # Tarif de base|||location stand-up paddle (2h),,,,
ASCAQU033FS000D1,03/01/2020,Activité sportive,Cercle de voile de Pyla-sur-Mer,,,Place Daniel Meller,,33115,LA TESTE-DE-BUCH,33529,+33 5 56 54 00 29,,info@voilepyla.com,http://www.cvpm.fr,-1.2031531,44.632031700000006,Oui,"
",Voile # Planche à voile # Catamaran,,,Ecole Française de Voile,01/03/2020|30/11/2020|||||,"Tarif de base|47,00||Cours particulier (1h) - 1 pers # Tarif de base|180,00||Cours particulier (forfait 5h) - 1 pers # Tarif de base|22,00||Location planche (1h) # Tarif de base|44,00||Location catamaran - (1h) # Tarif de base|39,00||Location dériveur (1h) # Tarif de base|15,00||Location paddle (1h)",,,,
ASCAQU033V50J1FM,03/01/2020,Activité sportive,Cercle de voile de Pyla-sur-Mer - Stand up Paddle,,,Place Daniel Meller,,33115,LA TESTE-DE-BUCH,33529,+33 5 56 54 00 29,,info@voilepyla.com,http://www.cvpm.fr,-1.2031531,44.632031700000006,Oui,"
",Stand-up-paddle-board,,,Ecole Française de Voile,01/07/2020|31/08/2020|||||,,,,,
ASCAQU04001TXHIA,03/01/2020,Activité sportive,Cercle Nautique de Mimizan,,,Quartier Woolsack,,40200,MIMIZAN,40184,+33 5 58 82 41 82,,basenautiquemimizan@yahoo.fr,http://www.cercle-nautique-mimizan.org,-1.222524,44.223775,Oui,"
",Canoé kayak # Canoé kayak # Aviron # Canoé kayak # Stand-up-paddle-board # Voile,,,,01/07/2020|31/08/2020|||||,,,,Bar,
ASCAQU033V50D30C,29/01/2020,Activité sportive,Cercle nautique du Ferret ,,,Plage du Phare,Cap Ferret,33970,LEGE-CAP-FERRET,33236,+33 5 56 60 44 06,+33 6 14 69 11 41,cnferret@wanadoo.fr,http://www.capferret-voile.fr,-1.2454889999999998,44.6463836,Oui,"
",Kayak de mer # Stand-up-paddle-board,,,Ecole Française de Voile,01/03/2020|31/12/2020|||||,,,,,
ASCAQU033FS0000J,03/01/2020,Activité sportive,Cercle Nautique du Verdon,,,Plage de la Chambrette,,33123,LE VERDON-SUR-MER,33544,+33 5 56 09 64 66,,info@voile-medoc.com,http://www.voile-medoc.com,-1.0612106000000001,45.564785,Oui,"
",Voile # Stand-up-paddle-board,,,Ecole Française de Voile,01/04/2020|30/06/2020|10:00|12:00|14:00|17:00|Lundi - Mardi # 01/07/2020|31/08/2020|10:00|||19:00| # 01/09/2020|31/10/2020|10:00|12:00|14:00|17:00|Lundi - Mardi,"Tarif de base|33,00|| Dériveur 1h # Tarif de base|28,00||Planche à Voile 1h # Tarif de base|38,00||Catamaran 1h # Tarif de base|16,00||Kayak 1h # Tarif de base|12,00||Stand Up Paddle 1h",,,,
ASCAQU033V50CVAJ,03/01/2020,Activité sportive,Cercle Nautique du Verdon - Stand up paddle,,,Plage de la Chambrette,,33123,LE VERDON-SUR-MER,33544,+33 5 56 09 64 66,,info@voile-medoc.com,http://www.voile-medoc.com,-1.0612106000000001,45.564785,Oui,"
",Stand-up-paddle-board,,,Ecole Française de Voile,01/04/2020|30/06/2020|10:00|12:00|14:00|17:00|Lundi - Mardi # 01/07/2020|31/08/2020|10:00|||19:00| # 01/09/2020|31/10/2020|10:00|12:00|14:00|17:00|Lundi - Mardi,"Tarif de base|12,00||1h",,,,
ASCAQU040FS001PS,03/01/2020,Activité sportive,Char à voile (Aéro-plage),,,Plage de Lespecier,,40200,MIMIZAN,40184,,+33 6 23 56 16 88,contact@charavoile40.fr,http://www.charavoile40.fr,-1.307304,44.164373,Oui,"
",Char à voile # Char à voile # Cerf volant # Char à voile # Char à voile,,,,01/01/2020|31/12/2020|||||,"Tarif de base|30,00|50,00| # Tarif réduit|25,00||1 char à voile pour 2 # Tarif de groupe|15,00|25,00|Selon le nombre de séances # Tarif de base|||Char à voile et fat bike électrique et Balade char à voile",,,Aire de pique-nique # Parking # Parking autocar,
ASCAQU033V50PHFO,03/01/2020,Activité sportive,Charlie Boat,,,6 quai Goslar,,33120,ARCACHON,33009,+33 5 57 63 30 70,+33 6 07 59 37 25,contact@charlieboat.com,www.charlieboat.com # https://www.charlieboat.com,-1.143618,44.657486999999996,Oui,"
",Motonautisme (bateau à moteur) # Bouées tractées # Wake board # Stand-up-paddle-board,,,,01/01/2020|31/12/2020|||||,"Tarif de base|55,00|55,00|Initiation / Perfectionnement Wakeboard - Séance de 15min  # Tarif réduit|55,00|55,00|Initiation / Perfectionnement Wakeboard - 2 x Séance de 15min  # Tarif de groupe|79,00|79,00|Initiation / Perfectionnement WakeSurf - Séance de 20min # Gratuit|79,00|79,00|Initiation / Perfectionnement WakeSurf - 2 Séance de 20min  # Tarif de base|79,00|79,00|Initiation / Perfectionnement WakeFoil - Séance de 20min  # Tarif de base|79,00|79,00|Initiation / Perfectionnement WakeSurf - 2 Séance de 20min ",,,,
ASCAQU033V50D4HN,03/01/2020,Activité sportive,Cheeky Family Surf School & Camp,,,5 route du Lion,,33680,LACANAU,33214,,+33 6 51 36 15 78,contact.cheekyfamily@gmail.com,http://www.cheekyfamily.fr/,-1.1989587,44.9968783,Oui,"
",Surf,,,,30/03/2020|03/11/2020|09:00|||22:00|,"Tarif de base|22,00|80,00|",,,Bar,
ASCAQU033V50P7DM,03/01/2020,Activité sportive,Chill & Surf,,,3 avenue Sylvain Marian,,33680,LACANAU,33214,,+33 6 01 44 13 00,chillandsurf.lacanau@gmail.com,https://chillandsurf-lacanau.com,-1.1991133,45.002345,Oui,"
",Surf,,,,13/04/2020|11/11/2020|09:00|||19:00|,"Tarif de base|34,00||Cours durée 2 heures # Tarif de base|60,00||2 cours - durée 2 heures",,,,
ASCAQU040V508KGW,03/01/2020,Activité sportive,Chipiron Surfschool,Plage des Naturistes,,Boulevard de la dune,,40150,SOORTS-HOSSEGOR,40304,,+33 6 61 01 58 75,chipironsurfschool@gmail.com,http://chipiron.fr,-1.4411913,43.6827901,Oui,"
",Surf # Surf # Bodyboard # Bodyboard,,,,,,,,,
LOIAQU047FS0003U,27/01/2020,Plage surveillée,Clairac Plage,,,Route de la Plage,,47320,CLAIRAC,47065,+33 5 53 84 22 21,+33 5 53 79 92 24,,,0.37527322,44.3563675,Oui,"
",,,,,01/07/2020|31/08/2020|||||,Gratuit|||accès à la plage,,,Bar # Restauration,Wifi
LOIAQU033FS0007E,03/01/2020,Club de plage,Club Balou,,,"Plage du Moulleau, à droite de la jetée",,33120,ARCACHON,33009,,+33 6 98 20 38 58,contact@club-balou-moulleau.com,http://www.club-balou-moulleau.com,-1.1676549999999999,44.662535999999996,Oui,"
",,,,,06/07/2020|29/08/2020|||||,,,,,Espace jeux
ASCAQU033FS000D6,03/01/2020,Activité sportive,Club de Jaumard,,,Route de Cazaux,Jaumard,33260,LA TESTE-DE-BUCH,33529,+33 5 56 22 23 68,,raoul.gabriel@aliceadsl.fr,http://www.leplandeau.fr,-1.1524056999999999,44.5546376,Oui,"
",Ski nautique # Wake board # Wake board,,,,01/04/2020|03/11/2020|||||,"Tarif de base|36,00|45,00|Initiation # Tarif de base|70,00|105,00|Stage de 1 à 5 jours (prix par jour) # Tarif de base|130,00||Stage découverte ( 4 sessions / jour)",,,,
LOIAQU033FS0009S,29/01/2020,Club de plage # Club enfants,Club de la Plage,,,Plage centrale,,33780,SOULAC-SUR-MER,33514,,+33 6 12 22 00 98,clubdelaplage33@gmail.com,,-1.1273002,45.5167749,Oui,"
",,,,,01/07/2020|01/08/2020|09:00|||18:30|,,,,,Espace jeux
LOIAQU064FS000PE,29/01/2020,Club de plage # Club enfants,"Club de plage "" Le kalico """,,,Boulevard Pierre Benoit,Plage de socoa,64500,CIBOURE,64189,,+33 6 18 45 53 45,katia.cames@sfr.fr,,-1.683543,43.3903059,Oui,"
",,,,,01/07/2020|31/08/2020|||||,"Tarif de base|8,00|180,00|",,Français,,Espace jeux
LOIAQU033FS000FB,03/01/2020,Club de plage,"Club de plage ""les Marsouins""",,,Plage du Bétey,,33510,ANDERNOS-LES-BAINS,33005,,+33 6 87 04 81 43,clubdeplagelesmarsouins-andernos@orange.fr,https://clubdeplagelesmarsouins-andernos.com,-1.0901988999999999,44.735991299999995,Non,"
",,,,,01/07/2020|31/08/2020|||||,,,,,
LOIAQU040FS000JN,09/03/2018,Club de plage,Club de Plage des Marsouins,,,Plage Notre Dame,,40130,CAPBRETON,40065,+33 6 71 93 97 32 # +33 5 58 41 97 00,,,,-1.420939,43.637844,,"
",,,,,,,,,,
LOIAQU040FS0001V,03/01/2020,Club de plage,Club de plage Kiwi surf,,Rond Point Nord,En haut de la dune,,40600,BISCARROSSE,40046,+33 5 58 07 14 58,+33 6 84 35 90 99,kiwisurf@live.fr,http://www.kiwisurfbiscarrosse.com/activites/club-de-plage/,-1.2553662,44.449118,Oui,"
",,,,,01/04/2020|11/11/2020|||||,,,,,Espace jeux
LOIAQU064V53LILJ,03/01/2020,Club de plage,Club de plage Le chipi club,,Grande Plage face au Grand Hôtel,,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 7 89 77 81 01,,http://www.luzgrandhotel.fr,-1.6605584,43.3922479,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU064FS00065,03/01/2020,Club de plage,Club de plage Les Dauphins,,Grande Plage,,,64500,SAINT-JEAN-DE-LUZ,64483,+33 5 59 54 08 29 # +33 3 88 98 35 14,+33 6 87 12 99 40,christophegrunenwald@orange.fr,http://www.clublesdauphins.fr,-1.592366,43.438103999999996,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU064FS00062,06/01/2020,Club de plage # Club enfants # Jeux pour enfants # Piscine,Club de plage les Moussaillons,Contacter Eric,Plage de Marinella,Avenue des Goélands,,64600,ANGLET,64024,,+33 6 25 37 73 72,eric.pays@yahoo.fr,https://www.facebook.com/Club-de-plage-Les-Moussaillons-320781098050908/,-1.5395174999999999,43.50280720000001,Oui,"
",,,,,01/07/2020|31/08/2020|||||,"Tarif de base|20,00||Demi-journée",,,,Espace jeux
LOIAQU064FS00083,03/01/2020,Club de plage,Club de plage Les Trois Couronnes Mickey,,,Grande Plage,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 69 00 30 44,,http://www.clubles3couronnes.fr/,-1.6620468999999998,43.3908907,Oui,"
",,,,,,,,,,
LOIAQU040FS00026,03/01/2020,Club de plage,Club de plage Lou Mayoun,,,Plage sud,,40480,VIEUX-BOUCAU,40328,,+33 6 79 70 07 28,contact@loumayoun.com,http://www.loumayoun.com,-1.4120006,43.7877174,Oui,"
",,,,,06/07/2020|30/08/2020|||||,,,,,
LOIAQU064FS000CB,03/01/2020,Club de plage # Jeux pour enfants,Club de Plage Mickey,,,27 AVENUE DU MARECHAL JUIN,,64200,BIARRITZ,64122,,+33 6 85 83 01 96,club.mickey.biarritz@gmail.com,,-1.5598225000000001,43.484438399999995,Oui,"
",,,,,01/07/2020|31/08/2020|||||,"Tarif de base|20,00|538,00|",,,,Espace jeux
LOIAQU064FS00084,03/01/2020,Club de plage,Club de plage Neptune,,,Grande Plage,,64500,SAINT-JEAN-DE-LUZ,64483,,+33 6 76 80 52 95,clubneptune64@gmail.com,,-1.6647427,43.389066899999996,Oui,"
",,,,,,,,,,
LOIAQU064V59UYUW,03/01/2020,Club de plage # Jeux pour enfants # Piscine,Club de plage Uralaia,Promenade du parlement de Navarre,Le Lac,RD 918,,64310,SAINT-PEE-SUR-NIVELLE,64495,,+33 6 31 72 63 09 # +33 6 31 10 26 10,bonjour@uralaia.fr,https://www.uralaia.fr,-1.5229153,43.346918200000005,Oui,"
",,,,,01/07/2020|29/08/2020|||||,,,,,Espace jeux
ASCAQU033FS0008T,03/01/2020,Activité sportive,Club de Plongée Arcachonnais,,,Maison de la Mer,Quai Goslar,33120,ARCACHON,33009,,+33 7 66 08 22 72,cplongeearcachonnais@gmail.com,http://club-de-plongee-arcachonnais.pepsup.com,-1.146654,44.660899,Oui,"
",Plongée,,,,02/01/2020|31/12/2020|||||,Tarif de base|||Adhésion adultes # Tarif réduit|||Adhésion enfants,,,,
ASCAQU033FS0000N,03/01/2020,Activité sportive,Club de voile,Sport Nautique Andernosien,,1 rue Louis Lamothe,,33510,ANDERNOS-LES-BAINS,33005,+33 5 56 82 07 03,,clubdevoileandernos33@orange.fr,http://www.snandernos.com,-1.1003040000000002,44.742128,Oui,"
",Voile # Planche à voile # Catamaran,,,Ecole Française de Voile,01/02/2020|31/12/2020|||||,"Tarif de base|145,00|190,00|Stages d'une semaine ",,,,
ASCAQU04001TC1T7,03/01/2020,Activité sportive,Club de Voile Soustons Marensin,,,Base de Laurens,Route d'Azur,40140,SOUSTONS,40310,+33 5 58 41 11 95 # +33 5 58 41 11 95,,cvsm.soustons@orange.fr,https://www.cvsm.org,-1.3059365,43.7679232,Non,"
",Voile # Voile # Planche à voile # Planche à voile # Sport à voile # Canoé kayak # Sport à voile # Stand-up-paddle-board # Stand-up-paddle-board # Catamaran,,Handicap auditif # Handicap mental # Handicap moteur # Handicap visuel,,03/03/2020|21/11/2020|||||,,,,Bar,
LOIAQU040FS000HA,06/03/2018,Club de plage # Club enfants,Club des Pingouins,,,,Plage Blanche - Lac Marin,40150,SOORTS-HOSSEGOR,40304,,+33 6 72 10 57 28,clubdespingouins70@gmail.com,http://www.clubdespingouins.fr,-1.4314882,43.667774,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU040FS000HB,09/02/2017,Club de plage # Club enfants,Club des P'tits Loups,,,Avenue du tour du lac,Plage des Chênes Lièges (Lac),40150,SOORTS-HOSSEGOR,40304,,+33 6 62 54 41 23,barrosjeanphilippe@gmail.com,,-1.4328505,43.6720455,,"
",,,,,,,,,,Espace jeux
LOIAQU040FS000HC,03/01/2020,Club de plage # Club enfants,Club du Parc ,Lac d'Hossegor,,,Plage du Parc ,40150,SOORTS-HOSSEGOR,40304,,+33 6 79 17 01 04,tony.penouilh@hotmail.fr,,-1.428475,43.662104,,"
",,,,,,,,,,Espace jeux
LOIAQU033FS00078,03/01/2020,Club de plage,Club Les Marsouins,,,Face au Palais des Congrès,Plage Thiers,33120,ARCACHON,33009,+33 5 56 83 33 69,+33 6 62 49 86 52,dmivielle@orange.fr,,-1.146678,44.628985,Oui,"
",,,,,06/07/2020|28/08/2020|||||,,,,,Espace jeux
ASCAQU064FS0004I,03/01/2020,Activité sportive,Club Maritime Hendaye Txingudi,,,10 rue des Orangers,,64700,HENDAYE,64260,+33 5 59 20 03 02,,club@cmht.asso.fr,http://www.cmht.asso.fr,-1.7796698,43.3681777,Oui,"
",Voile # Voile # Voile # Voile # Voile # Pêche en mer # Pêche en mer # Pêche en mer # Pêche en mer,,,,,Tarif de base|||Sortie 1/2 Journée,,,,
LOIAQU040FS000HD,06/03/2018,Club de plage # Club enfants # Jeux pour enfants,Club Mickey ,,,,Océan - Plage Sud ,40150,SOORTS-HOSSEGOR,40304,,+33 6 52 59 57 26,club.mickey.hossegor@gmail.com,http://www.club-plage-mickey.com ,-1.4437996000000002,43.6603193,Oui,"
",,,,,,,,,,Espace jeux
LOIAQU064FS000O9,03/01/2020,Club de plage,Club Mickey / Guria,,,Boulevard de la Mer,,64700,HENDAYE,64260,,+33 6 80 15 74 41,jbonnieudev@wanadoo.fr,,-1.7821561999999997,43.3723479,Oui,"
",,,,,,,,,,Espace jeux # Halte garderie
LOIAQU033FS0002T,07/01/2020,Club de plage,Club Mickey Lacanau,,,3 passage Emile Lacaze,,33680,LACANAU,33214,,+33 6 74 34 51 31,,,-1.2016211,45.0011091,Oui,"
",,,,,01/07/2020|31/08/2020|||||Samedi,,,,,
LOIAQU033FS0007C,03/01/2020,Club de plage,Club Mickey l'Hippocampe,,,Allée des Arbousiers ,Plage des Arbousiers,33120,ARCACHON,33009,,+33 6 71 56 33 21,contact@club-plage-arcachon.fr,http://club-plage-arcachon.com,-1.17652,44.662826,Oui,"
",,,,,04/07/2020|28/08/2020|||||,,,,,Espace jeux
ASCAQU033FS000FF,17/01/2020,Activité sportive,Club nautique d'Arès,,,Place Jean Moulin,,33740,ARES,33011,+33 5 56 60 05 37,,infos@cnares.fr,http://cnares.fr,-1.13716,44.7575677,Oui,"
",Voile # Catamaran # Stand-up-paddle-board # Voile,,,Ecole Française de Voile # Famille Plus,02/01/2020|31/12/2020|||||,,,,,
ASCAQU033V50UB9T,03/02/2020,Activité sportive,Club Nautique de Claouey,,,Plage des Hirondelles ,Grand Piquey ,33950,LEGE-CAP-FERRET,33236,+33 5 56 60 73 15,,contact@cnclaouey.com,http://www.cnclaouey.com,-1.2094534,44.716069899999994,Non,"
",Voile # Catamaran,,,Ecole Française de Voile,06/07/2020|28/08/2020|||||,"Tarif de base|55,00||",,,,
ASCAQU04001SQMQT,03/01/2020,Activité sportive,Club Nautique Léonnais,,,Rue des Berges du Lac,,40550,LEON,40150,,+33 6 32 23 43 01 # +33 6 18 09 46 28,CNLeon40@laposte.net,http://cn-voile-leon.fr,-1.3177907,43.8875203,Oui,"
",Planche à voile # Voile # Voile # Sport à voile,,,Ecole Française de Voile,15/06/2020|15/09/2020|||||,,,,Accessible en poussette # Aire de pique-nique # Espace jeux # Parking,
ASCAQU064V57701I,30/01/2020,Activité sportive,Club nautique pyrénéen paddle,,Base nautique,Route de Claret,,64420,LOURENTIES,64352,+33 5 59 21 96 50,+33 6 52 16 84 74,antoine.lion@nautisme-lacs-gabas.fr,http://www.nautisme-lacs-gabas.fr,-0.139298,43.280492200000005,Oui,"
",Stand-up-paddle-board,,,,,Tarif de base|||activité encadrée,,,Espace jeux,
